id_inventario,sucursal,id_producto,nombre_producto,categoria,marca,stock_sucursal,stock_minimo,stock_maximo,precio_sucursal,ultima_reposicion,proveedor,pasillo,estado
INV003151,Chubut,P0235,Lavarropas Semiautomático 3000,Lavado,SparkleHome,2,5,3,2093.36,2025-10-25,SparkleHome,A14,Disponible
INV003152,Chubut,P0074,Plus Parrilla Eléctrica,Cocina,KitchenPro,6,5,9,119.22,2025-10-22,KitchenPro,A12,Disponible
INV003153,Chubut,P0300,Smart TV Plus,Audio y Video,ScreenPro,11,5,16,287.64,2025-11-10,ScreenPro,C17,Disponible
INV003154,Chubut,P0013,Procesadora,Cocina,KitchenPro,11,5,16,83.76,2025-11-14,KitchenPro,D20,Disponible
INV003155,Chubut,P0083,Olla de Cocción Lenta II,Cocina,CookElite,1,5,1,1627.4,2025-11-07,CookElite,A8,Disponible
INV003156,Chubut,P0043,Horno Eléctrico,Cocina,HomeChef,22,5,33,1992.54,2025-10-23,HomeChef,A9,Disponible
INV003157,Chubut,P0243,Lavarropa Carga Frontal Plus,Lavado,LaundryTech,15,5,22,1147.4,2025-11-03,LaundryTech,B1,Disponible
INV003158,Chubut,P0154,Aire Portátil,Climatización,ClimaTech,3,5,4,1913.46,2025-10-24,ClimaTech,B15,Disponible
INV003159,Chubut,P0205,Neblinizador,Climatización,ClimaTech,5,5,7,2113.79,2025-11-06,ClimaTech,B10,Disponible
INV003160,Chubut,P0003,Plus Licuadora Pro,Cocina,TechHome,13,5,19,328.25,2025-10-23,TechHome,D1,Disponible
INV003161,Chubut,P0082,Olla Arrocera 3000,Cocina,HomeChef,8,5,12,405.68,2025-11-03,HomeChef,A10,Disponible
INV003162,Chubut,P0240,Lavarropa Carga Superior,Lavado,LaundryTech,11,5,16,2226.71,2025-10-22,LaundryTech,C1,Disponible
INV003163,Chubut,P0209,Purificador de Aire,Climatización,PureAir,18,5,27,2067.96,2025-11-05,PureAir,B12,Disponible
INV003164,Chubut,P0065,Eco Waflera,Cocina,HomeChef,7,5,10,884.63,2025-11-14,HomeChef,C13,Disponible
INV003165,Chubut,P0122,Cafetera,Cocina,ChefMaster,1,5,1,166.86,2025-11-12,ChefMaster,D5,Disponible
INV003166,Chubut,P0034,Turbo Abridor de Latas,Cocina,KitchenPro,7,5,10,2788.41,2025-11-12,KitchenPro,A12,Disponible
INV003167,Chubut,P0107,Smart Conservadora 2024,Cocina,KitchenPro,16,5,24,604.27,2025-10-23,KitchenPro,C9,Disponible
INV003168,Chubut,P0268,Deluxe Centrifuga,Lavado,CleanMaster,13,5,19,1981.26,2025-10-22,CleanMaster,C5,Disponible
INV003169,Chubut,P0160,Aire de Ventana Pro,Climatización,ClimaTech,21,5,31,427.57,2025-11-08,ClimaTech,D18,Disponible
INV003170,Chubut,P0222,Ultra Ionizador,Climatización,PureAir,12,5,18,2506.88,2025-11-17,PureAir,C17,Disponible
INV003171,Chubut,P0291,Centro de Planchado,Lavado,CleanMaster,18,5,27,1078.89,2025-10-27,CleanMaster,B16,Disponible
INV003172,Chubut,P0145,Deshidratador,Cocina,ChefMaster,3,5,4,288.55,2025-11-06,ChefMaster,C2,Disponible
INV003173,Chubut,P0276,Lavavajillas Compacto 2024,Lavado,CleanMaster,22,5,33,1181.81,2025-11-13,CleanMaster,B16,Disponible
INV003174,Chubut,P0042,Max Horno Eléctrico,Cocina,HomeChef,11,5,16,1441.19,2025-11-15,HomeChef,B5,Disponible
INV003175,Chubut,P0153,Aire Split,Climatización,ClimaTech,17,5,25,2308.91,2025-11-13,ClimaTech,B5,Disponible
INV003176,Chubut,P0299,Smart TV 2024,Audio y Video,VisionPro,14,5,21,1404.28,2025-11-14,VisionPro,D15,Disponible
INV003177,Chubut,P0070,Waflera,Cocina,CookElite,1,5,1,580.03,2025-10-21,CookElite,A19,Disponible
INV003178,Chubut,P0091,Advanced Heladera,Cocina,ChefMaster,21,5,31,3070.82,2025-11-09,ChefMaster,D15,Disponible
INV003179,Chubut,P0255,Digital Lavaseca,Lavado,WashPro,15,5,22,2057.91,2025-10-31,WashPro,C9,Disponible
INV003180,Chubut,P0206,Neblinizador,Climatización,EcoClima,1,5,1,1080.13,2025-11-12,EcoClima,B14,Disponible
INV003181,Chubut,P0116,Vinoteca,Cocina,TechHome,14,5,21,2533.9,2025-10-29,TechHome,B13,Disponible
INV003182,Chubut,P0061,Sandwichera,Cocina,TechHome,15,5,22,2254.25,2025-11-10,TechHome,A11,Disponible
INV003183,Chubut,P0225,Ionizador X,Climatización,ClimaTech,6,5,9,1517.73,2025-10-29,ClimaTech,D17,Disponible
INV003184,Chubut,P0247,Premium Lavarropa Carga Frontal,Lavado,FreshWash,0,5,0,1858.51,2025-11-13,FreshWash,A13,Agotado
INV003185,Chubut,P0005,Licuadora,Cocina,HomeChef,6,5,9,2657.76,2025-10-27,HomeChef,B4,Disponible
INV003186,Chubut,P0226,Advanced Ionizador Plus,Climatización,PureAir,0,5,0,1188.13,2025-10-30,PureAir,B10,Agotado
INV003187,Chubut,P0261,Secarropa,Lavado,CleanMaster,2,5,3,1633.25,2025-11-12,CleanMaster,B7,Disponible
INV003188,Chubut,P0190,Ventilador de Techo,Climatización,ThermoControl,5,5,7,872.99,2025-10-29,ThermoControl,A17,Disponible
INV003189,Chubut,P0149,Aire Split,Climatización,EcoClima,8,5,12,1907.15,2025-11-06,EcoClima,A6,Disponible
INV003190,Chubut,P0194,Max Ventilador de Torre,Climatización,AirFlow,13,5,19,1623.17,2025-11-14,AirFlow,A20,Disponible
INV003191,Chubut,P0156,Aire Portátil Pro,Climatización,ThermoControl,6,5,9,866.01,2025-11-02,ThermoControl,C7,Disponible
INV003192,Chubut,P0143,Elite Deshidratador,Cocina,CookElite,6,5,9,1487.07,2025-11-07,CookElite,B19,Disponible
INV003193,Chubut,P0024,Profesional Mixer,Cocina,TechHome,12,5,18,473.33,2025-10-20,TechHome,D8,Disponible
INV003194,Chubut,P0113,Frigobar,Cocina,HomeChef,8,5,12,1661.16,2025-11-16,HomeChef,A1,Disponible
INV003195,Chubut,P0232,Compacto Lavarropas Automático,Lavado,CleanMaster,11,5,16,1698.3,2025-10-25,CleanMaster,D6,Disponible
INV003196,Chubut,P0171,Caloventor II,Climatización,PureAir,10,5,15,1014.3,2025-11-06,PureAir,C13,Disponible
INV003197,Chubut,P0289,Centro de Planchado,Lavado,CleanMaster,0,5,0,154.6,2025-11-14,CleanMaster,B5,Agotado
INV003198,Chubut,P0238,Smart Lavarropa Carga Superior,Lavado,LaundryTech,1,5,1,1178.04,2025-10-19,LaundryTech,B5,Disponible
INV003199,Chubut,P0112,Deluxe Frigobar,Cocina,TechHome,2,5,3,239.65,2025-10-19,TechHome,B14,Disponible
INV003200,Chubut,P0094,Elite Heladera,Cocina,CookElite,0,5,0,819.33,2025-11-15,CookElite,B11,Agotado
INV003201,San Luis,P0023,Eco Mixer II,Cocina,CookElite,21,5,31,2867.8,2025-10-29,CookElite,A9,Disponible
INV003202,San Luis,P0213,Humidificador,Climatización,PureAir,17,5,25,2970.49,2025-11-08,PureAir,D12,Disponible
INV003203,San Luis,P0065,Eco Waflera,Cocina,HomeChef,5,5,7,922.1,2025-10-22,HomeChef,D2,Disponible
INV003204,San Luis,P0034,Turbo Abridor de Latas,Cocina,KitchenPro,6,5,9,2843.55,2025-11-17,KitchenPro,A15,Disponible
INV003205,San Luis,P0031,Abridor de Latas 2024,Cocina,CookElite,10,5,15,158.18,2025-11-15,CookElite,A8,Disponible
INV003206,San Luis,P0272,Deluxe Lavavajillas,Lavado,WashPro,13,5,19,3037.19,2025-10-31,WashPro,A10,Disponible
INV003207,San Luis,P0149,Aire Split,Climatización,EcoClima,11,5,16,1850.76,2025-11-11,EcoClima,C14,Disponible
INV003208,San Luis,P0017,Profesional Batidora de Mano,Cocina,TechHome,13,5,19,812.36,2025-11-10,TechHome,A3,Disponible
INV003209,San Luis,P0040,Molinillo de Café Pro,Cocina,ChefMaster,13,5,19,1470.9,2025-11-18,ChefMaster,B7,Disponible
INV003210,San Luis,P0166,Compacto Estufa Eléctrica,Climatización,ClimaTech,11,5,16,1161.7,2025-11-18,ClimaTech,D6,Disponible
INV003211,San Luis,P0246,Lavarropa Carga Frontal,Lavado,FreshWash,13,5,19,2489.53,2025-10-24,FreshWash,A19,Disponible
INV003212,San Luis,P0255,Digital Lavaseca,Lavado,WashPro,8,5,12,2069.47,2025-11-06,WashPro,B13,Disponible
INV003213,San Luis,P0010,Deluxe Procesadora,Cocina,TechHome,13,5,19,1137.7,2025-10-20,TechHome,A13,Disponible
INV003214,San Luis,P0203,Neblinizador 2024,Climatización,PureAir,8,5,12,651.73,2025-11-17,PureAir,B7,Disponible
INV003215,San Luis,P0070,Waflera,Cocina,CookElite,0,5,0,572.06,2025-11-16,CookElite,D4,Agotado
INV003216,San Luis,P0269,Tender Eléctrico 3000,Lavado,WashPro,21,5,31,1720.32,2025-10-31,WashPro,D9,Disponible
INV003217,San Luis,P0033,Abridor de Latas,Cocina,HomeChef,0,5,0,905.33,2025-10-25,HomeChef,C1,Agotado
INV003218,San Luis,P0020,Batidora de Pie,Cocina,KitchenPro,2,5,3,798.58,2025-10-30,KitchenPro,A1,Disponible
INV003219,San Luis,P0245,Plus Lavarropa Carga Frontal X,Lavado,SparkleHome,2,5,3,2446.96,2025-10-25,SparkleHome,D15,Disponible
INV003220,San Luis,P0182,Radiador de Aceite,Climatización,ClimaTech,4,5,6,2718.99,2025-11-11,ClimaTech,B14,Disponible
INV003221,San Luis,P0095,Plus Heladera,Cocina,ChefMaster,11,5,16,1397.66,2025-11-07,ChefMaster,A16,Disponible
INV003222,San Luis,P0217,Deluxe Deshumidificador,Climatización,ClimaTech,22,5,33,812.25,2025-11-11,ClimaTech,C4,Disponible
INV003223,San Luis,P0295,Profesional Planchita de Pelo Plus,Lavado,WashPro,1,5,1,1213.83,2025-10-19,WashPro,B17,Disponible
INV003224,San Luis,P0287,Plancha Seca,Lavado,CleanMaster,13,5,19,1019.5,2025-11-06,CleanMaster,A2,Disponible
INV003225,San Luis,P0215,Humidificador,Climatización,PureAir,5,5,7,1468.48,2025-11-08,PureAir,A6,Disponible
INV003226,San Luis,P0192,Ventilador de Techo X,Climatización,AirFlow,4,5,6,728.87,2025-11-13,AirFlow,C15,Disponible
INV003227,San Luis,P0026,Mixer II,Cocina,HomeChef,7,5,10,1932.92,2025-11-09,HomeChef,C19,Disponible
INV003228,San Luis,P0110,Frigobar,Cocina,TechHome,7,5,10,2242.6,2025-11-03,TechHome,C7,Disponible
INV003229,San Luis,P0276,Lavavajillas Compacto 2024,Lavado,CleanMaster,12,5,18,1163.12,2025-10-27,CleanMaster,D12,Disponible
INV003230,San Luis,P0048,Digital Microondas,Cocina,CookElite,4,5,6,781.42,2025-11-15,CookElite,D17,Disponible
INV003231,San Luis,P0201,Turbo Ventilador de Torre Pro,Climatización,ThermoControl,13,5,19,1497.37,2025-10-20,ThermoControl,A13,Disponible
INV003232,San Luis,P0084,Olla de Cocción Lenta,Cocina,TechHome,16,5,24,1306.7,2025-11-01,TechHome,A16,Disponible
INV003233,San Luis,P0059,Sandwichera 3000,Cocina,KitchenPro,22,5,33,2648.05,2025-11-08,KitchenPro,A3,Disponible
INV003234,San Luis,P0294,Compacto Planchita de Pelo 3000,Lavado,FreshWash,7,5,10,98.27,2025-11-13,FreshWash,A6,Disponible
INV003235,San Luis,P0022,Advanced Batidora de Pie,Cocina,KitchenPro,15,5,22,2781.59,2025-10-24,KitchenPro,C10,Disponible
INV003236,San Luis,P0227,Max Ionizador,Climatización,ThermoControl,8,5,12,1540.16,2025-11-04,ThermoControl,B15,Disponible
INV003237,San Luis,P0116,Vinoteca,Cocina,TechHome,8,5,12,2432.67,2025-10-26,TechHome,C3,Disponible
INV003238,San Luis,P0242,Lavarropa Carga Frontal 3000,Lavado,LaundryTech,4,5,6,1377.62,2025-10-20,LaundryTech,D13,Disponible
INV003239,San Luis,P0101,Profesional Freezer,Cocina,TechHome,17,5,25,1835.45,2025-11-09,TechHome,C2,Disponible
INV003240,San Luis,P0028,Digital Rallador Eléctrico,Cocina,TechHome,11,5,16,893.8,2025-11-03,TechHome,A7,Disponible
INV003241,San Luis,P0233,Lavarropas Automático,Lavado,LaundryTech,8,5,12,177.76,2025-10-21,LaundryTech,A16,Disponible
INV003242,San Luis,P0043,Horno Eléctrico,Cocina,HomeChef,14,5,21,1917.83,2025-10-20,HomeChef,A13,Disponible
INV003243,San Luis,P0144,Plus Deshidratador 2024,Cocina,KitchenPro,7,5,10,2222.11,2025-10-29,KitchenPro,A4,Disponible
INV003244,San Luis,P0102,Super Freezer,Cocina,TechHome,13,5,19,1860.39,2025-11-04,TechHome,B3,Disponible
INV003245,San Luis,P0288,Plancha Seca II,Lavado,FreshWash,16,5,24,192.42,2025-11-02,FreshWash,A15,Disponible
INV003246,San Luis,P0050,Freidora de Aire,Cocina,KitchenPro,9,5,13,1205.97,2025-10-19,KitchenPro,C16,Disponible
INV003247,San Luis,P0159,Aire de Ventana X,Climatización,ThermoControl,12,5,18,1938.54,2025-11-07,ThermoControl,D9,Disponible
INV003248,San Luis,P0003,Plus Licuadora Pro,Cocina,TechHome,4,5,6,331.36,2025-11-16,TechHome,C10,Disponible
INV003249,San Luis,P0155,Aire Portátil,Climatización,EcoClima,18,5,27,1542.49,2025-10-25,EcoClima,A15,Disponible
INV003250,San Luis,P0229,Deluxe Lavarropas Automático 2024,Lavado,WashPro,0,5,0,185.18,2025-10-19,WashPro,C3,Agotado
INV003251,San Luis,P0282,Compacto Plancha a Vapor,Lavado,SparkleHome,6,5,9,2708.77,2025-10-22,SparkleHome,C6,Disponible
INV003252,San Luis,P0292,Centro de Planchado,Lavado,CleanMaster,15,5,22,2655.38,2025-10-28,CleanMaster,A4,Disponible
INV003253,San Luis,P0007,Licuadora,Cocina,KitchenPro,14,5,21,2486.15,2025-11-03,KitchenPro,C13,Disponible
INV003254,San Luis,P0234,Smart Lavarropas Semiautomático Plus,Lavado,LaundryTech,13,5,19,1451.1,2025-11-14,LaundryTech,B5,Disponible
INV003255,San Luis,P0014,Premium Picadora,Cocina,KitchenPro,2,5,3,2202.57,2025-10-23,KitchenPro,D10,Disponible
INV003256,San Luis,P0088,Olla de Cocción Lenta Plus,Cocina,HomeChef,10,5,15,1208.38,2025-11-16,HomeChef,D17,Disponible
INV003257,San Luis,P0279,Plancha a Vapor 3000,Lavado,WashPro,11,5,16,618.65,2025-11-17,WashPro,C4,Disponible
INV003258,San Luis,P0277,Lavavajillas Compacto,Lavado,CleanMaster,17,5,25,2792.99,2025-11-08,CleanMaster,B9,Disponible
INV003259,San Luis,P0190,Ventilador de Techo,Climatización,ThermoControl,10,5,15,879.39,2025-11-05,ThermoControl,B3,Disponible
INV003260,San Luis,P0171,Caloventor II,Climatización,PureAir,19,5,28,1007.44,2025-11-03,PureAir,C11,Disponible
INV003261,San Luis,P0262,Compacto Secarropa,Lavado,FreshWash,6,5,9,2268.86,2025-10-20,FreshWash,D9,Disponible
INV003262,San Luis,P0046,Microondas 3000,Cocina,CookElite,3,5,4,2619.37,2025-11-08,CookElite,A11,Disponible
INV003263,San Luis,P0257,Turbo Secarropa,Lavado,FreshWash,4,5,6,1090.54,2025-11-09,FreshWash,B16,Disponible
INV003264,San Luis,P0204,Neblinizador,Climatización,AirFlow,19,5,28,1501.92,2025-10-20,AirFlow,B10,Disponible
INV003265,San Luis,P0011,Profesional Procesadora 2024,Cocina,HomeChef,12,5,18,370.59,2025-10-26,HomeChef,B4,Disponible
INV003266,San Luis,P0124,Pava Eléctrica 2024,Cocina,HomeChef,9,5,13,50.0,2025-11-18,HomeChef,A16,Disponible
INV003267,San Luis,P0002,Licuadora,Cocina,TechHome,11,5,16,1315.79,2025-10-31,TechHome,C15,Disponible
INV003268,San Luis,P0162,Aire Central II,Climatización,ThermoControl,7,5,10,1881.38,2025-11-17,ThermoControl,B1,Disponible
INV003269,San Luis,P0239,Plus Lavarropa Carga Superior X,Lavado,CleanMaster,3,5,4,467.12,2025-10-27,CleanMaster,C10,Disponible
INV003270,San Luis,P0167,Premium Estufa Eléctrica,Climatización,PureAir,1,5,1,2474.0,2025-10-23,PureAir,B9,Disponible
INV003271,San Luis,P0073,Profesional Parrilla Eléctrica 3000,Cocina,ChefMaster,4,5,6,2086.41,2025-11-07,ChefMaster,D8,Disponible
INV003272,San Luis,P0127,Pava Eléctrica,Cocina,HomeChef,4,5,6,2893.0,2025-10-30,HomeChef,A14,Disponible
INV003273,San Luis,P0074,Plus Parrilla Eléctrica,Cocina,KitchenPro,7,5,10,117.89,2025-11-07,KitchenPro,C8,Disponible
INV003274,San Luis,P0132,Exprimidor,Cocina,ChefMaster,5,5,7,1845.44,2025-10-24,ChefMaster,D11,Disponible
INV003275,San Luis,P0212,Ultra Humidificador,Climatización,AirFlow,4,5,6,454.93,2025-11-18,AirFlow,B16,Disponible
INV003276,San Luis,P0285,Plancha Seca 2024,Lavado,WashPro,8,5,12,2056.27,2025-10-20,WashPro,C20,Disponible
INV003277,San Luis,P0168,Super Estufa Eléctrica,Climatización,ThermoControl,4,5,6,1966.28,2025-10-31,ThermoControl,C1,Disponible
INV003278,San Luis,P0115,Vinoteca Pro,Cocina,CookElite,21,5,31,2767.24,2025-11-07,CookElite,A11,Disponible
INV003279,San Luis,P0160,Aire de Ventana Pro,Climatización,ClimaTech,18,5,27,469.46,2025-10-28,ClimaTech,A20,Disponible
INV003280,San Luis,P0134,Yogurtera,Cocina,HomeChef,6,5,9,1978.06,2025-10-20,HomeChef,A17,Disponible
INV003281,San Luis,P0184,Pro Ventilador de Pie,Climatización,EcoClima,5,5,7,1738.37,2025-10-26,EcoClima,D17,Disponible
INV003282,San Luis,P0137,Yogurtera,Cocina,TechHome,4,5,6,2545.75,2025-10-19,TechHome,B10,Disponible
INV003283,San Luis,P0216,Advanced Humidificador,Climatización,AirFlow,3,5,4,1196.53,2025-10-19,AirFlow,A20,Disponible
INV003284,San Luis,P0136,Smart Yogurtera,Cocina,CookElite,1,5,1,1949.68,2025-11-10,CookElite,D6,Disponible
INV003285,San Luis,P0158,Aire de Ventana,Climatización,EcoClima,20,5,30,267.04,2025-11-02,EcoClima,A17,Disponible
INV003286,San Luis,P0044,Compacto Horno Eléctrico,Cocina,TechHome,9,5,13,100.05,2025-10-26,TechHome,A13,Disponible
INV003287,San Luis,P0293,Centro de Planchado,Lavado,LaundryTech,6,5,9,2133.78,2025-11-12,LaundryTech,A5,Disponible
INV003288,San Luis,P0060,Pro Sandwichera,Cocina,HomeChef,15,5,22,60.24,2025-10-23,HomeChef,C20,Disponible
INV003289,San Luis,P0278,Lavavajillas Compacto,Lavado,CleanMaster,2,5,3,926.88,2025-11-01,CleanMaster,B7,Disponible
INV003290,San Luis,P0119,Vinoteca II,Cocina,HomeChef,12,5,18,1792.15,2025-11-16,HomeChef,D16,Disponible
INV003291,San Luis,P0268,Deluxe Centrifuga,Lavado,CleanMaster,9,5,13,1798.53,2025-11-07,CleanMaster,B17,Disponible
INV003292,San Luis,P0219,Premium Deshumidificador,Climatización,AirFlow,8,5,12,1235.9,2025-10-19,AirFlow,D4,Disponible
INV003293,San Luis,P0296,Planchita de Pelo,Lavado,LaundryTech,17,5,25,1383.41,2025-10-27,LaundryTech,A9,Disponible
INV003294,San Luis,P0085,Olla de Cocción Lenta,Cocina,KitchenPro,4,5,6,2671.04,2025-11-10,KitchenPro,D16,Disponible
INV003295,San Luis,P0045,Premium Horno Eléctrico,Cocina,HomeChef,2,5,3,1191.57,2025-11-12,HomeChef,D8,Disponible
INV003296,San Luis,P0249,Elite Lavaseca,Lavado,FreshWash,4,5,6,2027.97,2025-10-22,FreshWash,A10,Disponible
INV003297,San Luis,P0153,Aire Split,Climatización,ClimaTech,22,5,33,2345.55,2025-11-18,ClimaTech,B2,Disponible
INV003298,San Luis,P0270,Eco Tender Eléctrico,Lavado,SparkleHome,11,5,16,2577.17,2025-11-11,SparkleHome,C4,Disponible
INV003299,San Luis,P0054,Advanced Freidora de Aire,Cocina,HomeChef,10,5,15,426.79,2025-11-02,HomeChef,C5,Disponible
INV003300,San Luis,P0206,Neblinizador,Climatización,EcoClima,1,5,1,1067.02,2025-10-22,EcoClima,B11,Disponible
INV003301,San Luis,P0035,Profesional Abridor de Latas,Cocina,KitchenPro,12,5,18,851.8,2025-10-22,KitchenPro,A19,Disponible
INV003302,San Luis,P0148,Aire Split,Climatización,PureAir,13,5,19,2920.48,2025-10-27,PureAir,D16,Disponible
INV003303,San Luis,P0117,Digital Vinoteca,Cocina,HomeChef,20,5,30,2661.31,2025-10-19,HomeChef,B13,Disponible
INV003304,San Luis,P0172,Caloventor,Climatización,ClimaTech,12,5,18,1224.15,2025-10-24,ClimaTech,B15,Disponible
INV003305,San Luis,P0174,Caloventor,Climatización,AirFlow,8,5,12,2497.06,2025-11-04,AirFlow,A14,Disponible
INV003306,San Luis,P0243,Lavarropa Carga Frontal Plus,Lavado,LaundryTech,21,5,31,1155.84,2025-10-24,LaundryTech,B19,Disponible
INV003307,San Luis,P0225,Ionizador X,Climatización,ClimaTech,6,5,9,1502.11,2025-11-11,ClimaTech,A3,Disponible
INV003308,San Luis,P0066,Pro Waflera,Cocina,ChefMaster,13,5,19,963.75,2025-11-12,ChefMaster,A16,Disponible
INV003309,San Luis,P0256,Smart Secarropa,Lavado,LaundryTech,14,5,21,1944.58,2025-11-07,LaundryTech,A6,Disponible
INV003310,San Luis,P0029,Compacto Rallador Eléctrico 2024,Cocina,ChefMaster,4,5,6,2952.0,2025-11-06,ChefMaster,C17,Disponible
INV003311,San Luis,P0076,Deluxe Parrilla Eléctrica,Cocina,KitchenPro,19,5,28,2205.45,2025-10-23,KitchenPro,A6,Disponible
INV003312,San Luis,P0152,Compacto Aire Split II,Climatización,PureAir,6,5,9,1960.04,2025-10-23,PureAir,B8,Disponible
INV003313,San Luis,P0197,Ventilador de Torre Pro,Climatización,EcoClima,0,5,0,2061.9,2025-10-20,EcoClima,D8,Agotado
INV003314,San Luis,P0196,Advanced Ventilador de Torre Pro,Climatización,PureAir,3,5,4,2773.75,2025-11-08,PureAir,D2,Disponible
INV003315,San Luis,P0064,Sandwichera 3000,Cocina,ChefMaster,26,5,39,287.08,2025-10-25,ChefMaster,C7,Disponible
INV003316,San Luis,P0141,Advanced Deshidratador,Cocina,HomeChef,4,5,6,464.77,2025-10-23,HomeChef,D1,Disponible
INV003317,San Luis,P0176,Panel Calefactor,Climatización,ClimaTech,21,5,31,2460.21,2025-11-07,ClimaTech,D17,Disponible
INV003318,San Luis,P0263,Super Secarropa,Lavado,WashPro,0,5,0,880.57,2025-10-30,WashPro,B4,Agotado
INV003319,San Luis,P0126,Turbo Pava Eléctrica 2024,Cocina,HomeChef,1,5,1,1426.27,2025-10-19,HomeChef,B5,Disponible
INV003320,San Luis,P0280,Max Plancha a Vapor,Lavado,CleanMaster,13,5,19,1513.65,2025-11-17,CleanMaster,B15,Disponible
INV003321,San Luis,P0075,Parrilla Eléctrica,Cocina,CookElite,7,5,10,1305.85,2025-11-15,CookElite,A15,Disponible
INV003322,San Luis,P0061,Sandwichera,Cocina,TechHome,22,5,33,2157.24,2025-11-09,TechHome,B18,Disponible
INV003323,San Luis,P0165,Digital Estufa Eléctrica,Climatización,ThermoControl,6,5,9,2419.16,2025-11-04,ThermoControl,D8,Disponible
INV003324,San Luis,P0266,Centrifuga Pro,Lavado,FreshWash,18,5,27,2875.01,2025-11-15,FreshWash,B15,Disponible
INV003325,San Luis,P0130,Deluxe Exprimidor X,Cocina,ChefMaster,2,5,3,545.2,2025-11-10,ChefMaster,D6,Disponible
INV003326,San Luis,P0138,Advanced Yogurtera,Cocina,HomeChef,7,5,10,928.32,2025-11-07,HomeChef,A15,Disponible
INV003327,San Luis,P0103,Freezer,Cocina,CookElite,4,5,6,2793.48,2025-10-21,CookElite,A11,Disponible
INV003328,San Luis,P0080,Pro Olla Arrocera,Cocina,TechHome,3,5,4,132.23,2025-10-20,TechHome,B7,Disponible
INV003329,San Luis,P0093,Heladera,Cocina,ChefMaster,2,5,3,542.55,2025-11-01,ChefMaster,A17,Disponible
INV003330,San Luis,P0154,Aire Portátil,Climatización,ClimaTech,1,5,1,1963.65,2025-11-01,ClimaTech,B17,Disponible
INV003331,San Luis,P0069,Waflera,Cocina,ChefMaster,26,5,39,1722.36,2025-11-17,ChefMaster,B18,Disponible
INV003332,San Luis,P0198,Compacto Ventilador de Torre,Climatización,ThermoControl,1,5,1,1228.62,2025-11-03,ThermoControl,B11,Disponible
INV003333,San Luis,P0140,Yogurtera,Cocina,ChefMaster,7,5,10,478.86,2025-10-26,ChefMaster,D3,Disponible
INV003334,San Luis,P0290,Centro de Planchado,Lavado,WashPro,27,5,40,1714.87,2025-11-05,WashPro,A11,Disponible
INV003335,San Luis,P0015,Picadora,Cocina,HomeChef,14,5,21,2241.98,2025-10-24,HomeChef,B2,Disponible
INV003336,San Luis,P0122,Cafetera,Cocina,ChefMaster,1,5,1,170.98,2025-11-18,ChefMaster,D16,Disponible
INV003337,San Luis,P0260,Secarropa II,Lavado,SparkleHome,6,5,9,1281.99,2025-10-21,SparkleHome,D7,Disponible
INV003338,San Luis,P0147,Turbo Deshidratador,Cocina,TechHome,4,5,6,2010.0,2025-11-11,TechHome,A14,Disponible
INV003339,San Luis,P0195,Ventilador de Torre 2024,Climatización,AirFlow,0,5,0,2762.12,2025-11-15,AirFlow,C11,Agotado
INV003340,San Luis,P0286,Plancha Seca,Lavado,WashPro,24,5,36,1595.94,2025-11-18,WashPro,D7,Disponible
INV003341,San Luis,P0273,Max Lavavajillas,Lavado,CleanMaster,20,5,30,1096.2,2025-10-23,CleanMaster,A8,Disponible
INV003342,San Luis,P0056,Tostadora,Cocina,CookElite,6,5,9,2172.9,2025-10-30,CookElite,D1,Disponible
INV003343,San Luis,P0187,Smart Ventilador de Pie,Climatización,EcoClima,21,5,31,1691.2,2025-11-12,EcoClima,B1,Disponible
INV003344,San Luis,P0106,Turbo Conservadora,Cocina,HomeChef,10,5,15,2859.25,2025-10-24,HomeChef,B2,Disponible
INV003345,San Luis,P0241,Lavarropa Carga Superior,Lavado,FreshWash,13,5,19,2651.43,2025-11-09,FreshWash,C17,Disponible
INV003346,San Luis,P0221,Pro Deshumidificador Pro,Climatización,EcoClima,0,5,0,2150.8,2025-11-03,EcoClima,A13,Agotado
INV003347,San Luis,P0062,Digital Sandwichera Plus,Cocina,HomeChef,1,5,1,2545.73,2025-11-10,HomeChef,C5,Disponible
INV003348,San Luis,P0123,Pava Eléctrica,Cocina,CookElite,2,5,3,1027.69,2025-11-01,CookElite,D8,Disponible
INV003349,San Luis,P0090,Olla de Cocción Lenta X,Cocina,KitchenPro,5,5,7,2014.91,2025-10-21,KitchenPro,C2,Disponible
INV003350,San Luis,P0188,Ventilador de Pie Plus,Climatización,PureAir,6,5,9,1808.41,2025-10-19,PureAir,B19,Disponible
INV003351,Catamarca,P0013,Procesadora,Cocina,KitchenPro,10,5,15,79.28,2025-11-07,KitchenPro,A12,Disponible
INV003352,Catamarca,P0172,Caloventor,Climatización,ClimaTech,17,5,25,1203.97,2025-10-30,ClimaTech,B4,Disponible
INV003353,Catamarca,P0113,Frigobar,Cocina,HomeChef,9,5,13,1593.65,2025-11-18,HomeChef,A16,Disponible
INV003354,Catamarca,P0197,Ventilador de Torre Pro,Climatización,EcoClima,0,5,0,2148.29,2025-10-29,EcoClima,C16,Agotado
INV003355,Catamarca,P0226,Advanced Ionizador Plus,Climatización,PureAir,0,5,0,1293.27,2025-11-03,PureAir,D7,Agotado
